date,center,1.5m humi,1.5m temp,5cm earth,radio,all_product
20190102,전북 익산시,76,-3.5,-0.3,8.79,1330.55
20190103,전남 화순군,71,-1.5,0.5,12.4,2760.5
20190103,전남 보성군,49,1.6,3.2,8.96,40
20190103,전북 익산시,75,-3.6,-0.4,11,807.5
20190104,전남 화순군,74,-0.7,0.4,4.75,1032.3
20190104,전남 보성군,58,1.2,2.8,2.98,40
20190104,전북 익산시,67,-2.5,-0.5,4.75,349.25
20190105,전남 화순군,66,1.7,0.8,11.39,1084.2
20190105,전남 보성군,52,4,4.1,5.1,146
20190105,전북 익산시,54,-0.1,-0.1,9.88,651
20190107,전남 화순군,72,0.3,0.8,11.39,1858.8
20190107,경기 수원시,66,-2.7,-1.6,12.56,130
20190107,전남 보성군,54,3.1,3.8,7.91,100
20190107,전북 익산시,78,-2.4,-0.4,9.34,921.25
20190108,전남 화순군,68,0.8,1,8.92,1837.4
20190108,전북 익산시,63,-1.5,-0.3,8.94,604
20190109,전남 화순군,48,0.1,1,8.89,1913.1
20190109,전남 보성군,41,0.5,3.6,5.97,10
20190109,전북 익산시,47,-3.7,-0.5,7.93,513
20190110,전남 화순군,66,2.2,1.8,9.82,1307.4
20190110,전남 보성군,47,4,4.2,8.6,30
20190110,전북 익산시,64,-1.1,-0.2,4.56,705
20190111,전남 화순군,68,3.9,2.5,10.9,1877
20190111,전남 보성군,60,4.6,4.8,8.22,60
20190111,전북 익산시,70,2.6,0,9.14,662
20190112,전남 화순군,82,4.9,4.1,11.22,2064.8
20190112,전북 익산시,85,3.6,0.1,9.06,943
20190114,전남 화순군,81,-0.3,2.1,11.56,2469.6
20190114,전남 보성군,62,3.2,4.9,8.77,50
20190114,전북 익산시,86,-0.4,0.4,8.77,639
20190115,전남 화순군,,,,8.81,2823.3
20190115,전북 익산시,77,0.3,0.7,6.46,745
20190116,전남 화순군,59,-0.9,1.9,13.59,2012
20190116,전남 보성군,46,-0.6,3.9,9.94,30
20190116,전북 익산시,65,-3.7,0.3,12.08,759.5
20190117,전남 화순군,69,1.5,1.8,12.47,1531
20190117,전북 익산시,80,-0.6,0.4,5.63,1361
20190118,전남 화순군,77,0.8,1.9,12.63,1382.9
20190118,전남 보성군,62,3.6,4.1,9.12,90
20190118,전북 익산시,77,0.2,0.4,10.42,1033.5
20190119,전남 화순군,78,3.5,2.3,7.45,1344.5
20190119,전북 익산시,77,2.3,0.8,6.65,625.25
20190121,전남 화순군,68,2,2.6,12.47,1843.2
20190121,전남 보성군,57,3.3,4.1,10.56,110
20190121,전북 익산시,74,-1,0.8,10.13,304.5
20190122,전남 화순군,73,1.8,2.3,12.87,754.4
20190122,전북 익산시,76,1,1,11.27,628.5
20190123,전남 화순군,72,3.1,2.9,12.17,405.3
20190123,전남 보성군,57,5.7,5,9,100
20190123,전북 익산시,75,1.9,1.4,10.1,318.25
20190124,전남 화순군,63,1,2.4,14.47,519.4
20190124,전북 익산시,67,-1.4,0.9,12.9,650
20190125,전남 화순군,65,0.6,1.7,9.34,514.2
20190125,전남 보성군,50,2.3,4.3,6.73,196
20190125,전북 익산시,64,-1.2,0.6,9.79,1371.5
20190126,전남 화순군,54,0.2,1.8,14.61,574.7
20190126,전북 익산시,63,-3.5,0.2,13.5,1099
20190128,전남 화순군,65,3.1,2.3,11.74,1219
20190128,강원 철원군,44,-1.1,-0.8,11.12,108
20190128,전남 보성군,55,4.3,4.1,8.09,277
20190128,전북 익산시,66,2.3,0.9,12.05,1180
20190129,전남 화순군,62,0.4,2.2,15.1,546.5
20190129,전북 익산시,66,-1.8,0.4,13.97,857
20190130,전남 화순군,55,4.2,2.7,10.52,658.2
20190130,전남 보성군,41,5.9,4.5,7.67,210
20190130,전북 익산시,67,1.8,0.6,9.07,680.75
20190131,전남 화순군,81,1.7,2.8,4.35,33.6
20190131,전북 익산시,76,-0.5,1.3,5.92,1254.5
20190201,전남 화순군,76,0.3,2.1,10.9,184.5
20190201,전남 보성군,68,0.4,3.2,8.98,402
20190201,전북 익산시,84,-2.5,0.4,9.03,794
20190202,전남 화순군,75,3.7,2.3,12.2,257.5
20190202,전북 익산시,73,3.1,1.2,9.46,1227.5
20190204,전남 보성군,39,5,5.7,11.37,50
20190208,전북 익산시,45,-2.6,1.8,13.35,577
20190209,전북 익산시,48,-1.9,2,15.05,401.5
20190211,전남 보성군,49,1.2,4.2,12.68,40
20190211,전북 익산시,60,-1.8,1.8,14.97,403
20190212,전남 화순군,67,1.1,2.4,15.08,114
20190212,전북 익산시,66,-0.4,1.7,11.82,784.5
20190213,전남 화순군,62,2.1,2.9,15.88,156
20190213,전남 보성군,42,4.1,5.1,11.95,50
20190213,전북 익산시,47,0.5,2.2,14.3,378.5
20190214,전남 화순군,50,2.4,3.4,15.49,101.2
20190214,전북 익산시,52,0.6,2.7,15.35,495
20190215,전남 화순군,63,3.3,3.4,9.37,118.4
20190215,전남 보성군,58,3.7,4.7,5.21,65.9
20190215,전북 익산시,72,1.3,3,7.82,424.5
20190216,전남 화순군,61,1.8,3.5,13.07,52.8
20190216,전북 익산시,65,-0.1,3.3,12.6,307.5
20190218,전남 화순군,,,,6.07,101.7
20190218,경기 수원시,57,0.2,0,13.68,16
20190218,전남 보성군,58,3.6,4.5,3.98,40
20190218,전북 익산시,70,0.4,2.3,8.8,553.5
20190219,전남 화순군,92,5.6,4.4,3.88,169.5
20190220,전남 화순군,77,4,4.1,14.7,510.8
20190220,전북 익산시,82,2.5,3.5,8.9,732
20190221,전남 화순군,73,3.9,4.4,17.45,238.8
20190221,전북 익산시,82,1.3,3.6,16.26,539.5
20190222,전남 화순군,73,5,4.8,10.1,364.5
20190222,전남 보성군,62,6.6,6.4,7.59,22.2
20190222,전북 익산시,81,2.3,3.6,11.84,381.5
20190223,전북 익산시,77,3.9,4.2,16.02,679.5
20190225,전남 화순군,70,5.4,5.9,11.29,230
20190225,전남 보성군,48,9.2,7.9,13.35,20
20190225,전북 익산시,86,3.7,5.8,14.84,611.5
20190226,전남 화순군,62,5.3,5.6,18.7,285.3
20190226,전북 익산시,71,3.5,5,16.95,490.9
20190227,전남 화순군,78,8.3,6.8,9.35,245.6
20190227,전남 보성군,82,8.3,8.1,6.42,43
20190227,전북 익산시,77,5.6,5.4,3.38,447.5
20190228,전남 화순군,70,7.8,7.9,15.57,193
20190228,전북 익산시,83,4.6,5.9,11.94,520.5
20190301,전남 화순군,69,5.3,6.8,17.85,400.8
20190301,전북 익산시,77,5.7,6.9,16.27,449
20190302,전남 화순군,65,8.1,7,14.17,254.3
20190302,전북 익산시,67,7.2,7.5,14.55,882
20190304,전남 화순군,68,8.9,9.1,16.31,67.8
20190304,전남 보성군,56,10.3,9.9,11.91,12
20190304,전북 익산시,76,6.9,7.9,14.42,747
20190305,전남 화순군,69,7.7,7.8,11.23,136
20190305,전북 익산시,72,6.6,6.7,10.01,332
20190306,전남 화순군,73,9.7,9.3,15.07,161
20190306,전남 보성군,75,9.6,10,10.04,10
20190306,전북 익산시,67,8.5,8.3,14.45,649.5
20190307,전남 화순군,72,7.1,8.6,18.43,122.1
20190307,전북 익산시,81,5,7.9,14.88,488
20190308,전남 화순군,70,5.3,8.3,21.82,383.6
20190308,전남 보성군,61,6.5,8.9,16.73,70
20190308,전북 익산시,71,3.7,7,20.54,246.5
20190309,전남 화순군,72,8.4,8.1,15.34,389.4
20190309,전북 익산시,54,7,7,17.01,564
20190311,전남 화순군,92,6.1,8.2,8.47,264.5
20190311,전남 보성군,81,7.5,9.1,9.92,32
20190311,전북 익산시,89,4.9,6.3,7.39,288
20190312,전남 화순군,74,7.3,8.3,11.34,250.8
20190312,전북 익산시,84,4.5,7.3,10.52,790
20190313,전남 화순군,59,4.3,6.6,21.54,330.3
20190313,전남 보성군,47,5,7.5,16.64,20
20190313,전북 익산시,64,2.5,5.8,20.38,592.5
20190314,전남 화순군,63,5.3,6.6,21.51,272.6
20190314,전북 익산시,61,5,6.2,20.18,1417
20190315,전남 화순군,67,7,7.2,12.77,168
20190315,전남 보성군,67,6.5,7.8,11.58,70
20190315,전북 익산시,78,6.9,7.8,12.29,574.5
20190316,전남 화순군,64,7.4,8.3,20.15,136.8
20190316,전북 익산시,75,5.9,7.9,18.23,566.5
20190318,전남 화순군,59,7.5,8,15.7,92.2
20190318,전남 보성군,67,7.4,8.4,10.31,107.1
20190318,전북 익산시,58,5.9,7.6,16.17,862.5
20190319,전남 화순군,70,10.1,9.3,19.84,125.5
20190319,전북 익산시,71,8.3,9.4,17.63,727
20190320,전남 화순군,81,12.5,9.4,4.84,388
20190320,전남 보성군,,,,,75
20190320,전북 익산시,81,11.8,9.6,4.39,669
20190321,전남 화순군,83,9.2,10.2,6.48,438.2
20190321,전북 익산시,88,7.8,10.1,9.05,1043.5
20190322,전남 화순군,62,5.8,8.2,22.77,554.9
20190322,전남 보성군,55,6.5,9.4,19.02,30
20190322,전북 익산시,64,4.2,8.8,21.68,570
20190323,전남 화순군,50,6.2,7.3,18.02,435.7
20190323,전북 익산시,69,3.3,7,18.57,1145
20190325,전남 화순군,73,6.4,7.8,16.2,273.6
20190325,전남 보성군,73,5.9,8.3,12.39,10
20190325,전북 익산시,69,6.4,7.9,17.31,560
20190326,전남 화순군,68,10,9.6,19.73,403.2
20190326,전북 익산시,76,9.1,9.5,19.74,795.5
20190327,전남 화순군,66,12.7,10.7,22.01,171
20190327,전북 익산시,68,12.8,10.3,17.22,912
20190328,전남 화순군,66,13,12.8,19.96,398.1
20190328,전북 익산시,71,9.9,11.8,16.2,1114.5
20190329,전남 화순군,60,11.5,12.3,22.14,387.3
20190329,전북 익산시,58,9.9,11.7,19.3,1085.5
20190330,전남 화순군,67,8.7,12.2,17.36,419.5
20190330,전북 익산시,76,6.5,10.2,9.78,1134.5
20190401,전남 보성군,50,7,9.5,19.57,25
20190401,전북 익산시,56,4.9,8.6,22.68,564.5
20190402,전남 화순군,53,7.8,10.4,25.76,102.6
20190402,전북 익산시,59,5.5,9.3,24.24,1004
20190403,전남 화순군,53,6.5,10,26.11,94.2
20190403,전남 보성군,40,7.4,10.5,20.62,40
20190403,전북 익산시,62,5.5,9.4,19.71,599
20190404,전남 화순군,60,8.1,10.3,25.32,333.2
20190404,전북 익산시,63,7.4,9.7,22.59,1257
20190405,전남 화순군,66,9.4,11.1,14.77,356
20190405,경기 수원시,47,10,10,26.08,80
20190405,전남 보성군,50,12.8,11.7,17.29,50
20190405,전북 익산시,68,8.3,9.9,14.45,777.5
20190406,전남 화순군,58,11.9,11.7,23.61,303
20190406,전북 익산시,56,10.9,10.6,19.71,524.5
20190408,전남 화순군,63,13.3,12.6,23.79,181.1
20190408,전북 익산시,60,10.6,11.6,21.79,1303
20190409,전남 화순군,70,10.3,11.7,9.95,134.4
20190409,전북 익산시,67,11.2,11.4,9.98,862
20190410,전남 화순군,89,8.1,10.4,5.66,176.6
20190410,전남 보성군,90,8.6,10.9,6.32,50
20190410,전북 익산시,85,7.9,9.9,4.8,596.75
20190411,전남 화순군,80,9,10.6,15.88,408
20190411,전북 익산시,83,8.5,10.9,15.72,1368
20190412,전남 화순군,67,9.4,11.2,24.49,532
20190412,전남 보성군,54,11.6,12.2,19.88,60
20190412,전북 익산시,75,8.9,11.9,23.15,1181.75
20190413,전남 화순군,61,9.9,11.2,20.57,415.2
20190413,전북 익산시,62,10.5,12.5,23.03,1055
20190415,전남 화순군,59,9.9,11.2,27.04,137.4
20190415,전북 익산시,67,9.1,12.6,25.01,1240.5
20190416,전남 화순군,52,13,12.3,22,148.2
20190416,전북 익산시,49,13.5,12.8,10.66,1378.5
20190417,전남 화순군,74,13.7,13.7,12.65,145.6
20190417,전북 익산시,64,14.3,14.9,15.27,1416
20190418,전남 화순군,69,14.5,14.3,26.71,162.1
20190418,전북 익산시,77,14.5,15.3,22.74,1557
20190419,전남 화순군,75,15.5,15.6,9.93,337.4
20190419,전남 보성군,79,14.2,14.5,6.55,30
20190419,전북 익산시,85,15.8,16.3,11.05,967.5
20190420,전남 화순군,69,16.2,16.4,25.15,459.1
20190420,전북 익산시,69,16.9,17.8,22.51,835
20190422,전남 화순군,70,18.5,18.1,24.77,314
20190422,전남 보성군,73,17.5,16.7,21.25,10
20190422,전북 익산시,76,18.3,18.6,24.06,1097
20190423,전남 화순군,81,16.3,17.2,5.55,579.3
20190423,전북 익산시,88,17.3,17.8,6.55,1040
20190424,전남 화순군,87,17.8,17,7.08,363.4
20190424,전남 보성군,93,17.3,16.2,7.36,20
20190424,전북 익산시,94,17.1,18.2,10.38,642.5
20190425,전남 화순군,94,15,16.4,3.82,562
20190425,전북 익산시,97,13.6,16.8,3.1,1080
20190426,전남 화순군,87,9.3,14.2,4.66,252
20190426,전남 보성군,79,10.8,14.4,6.22,30
20190426,전북 익산시,96,9.3,14.3,2.78,735
20190427,전남 화순군,73,11.9,14.2,24.06,81.2
20190427,전북 익산시,74,12.1,15.2,23.51,555
20190429,전남 화순군,92,12.4,14,3.53,383.3
20190429,전남 보성군,96,12.4,13.8,1.57,30
20190429,전북 익산시,97,10.9,14.4,3.69,951.5
20190430,전남 화순군,89,15,15.1,15.19,283
20190430,전북 익산시,89,14.2,16.5,22.42,1165
20190501,전남 화순군,78,13.9,16,24.41,356.9
20190501,전남 보성군,71,15.6,16,18.65,10
20190501,전북 익산시,87,12.9,17.2,23.55,702.5
20190502,전남 화순군,69,12.9,15.9,29.51,669.8
20190502,전북 익산시,77,13.1,17.3,27.48,1127.5
20190503,전남 화순군,61,15.2,16.5,29.12,320.3
20190503,전남 보성군,59,15.1,16,22.74,20
20190503,전북 익산시,70,15.2,17.5,26.79,1116.5
20190504,전남 화순군,63,16.7,17.2,24.43,461.4
20190504,전북 익산시,71,16.4,18.1,23.04,790
20190506,전남 화순군,60,12.8,18.1,29.02,1120.1
20190506,경북 안동시,62,13.2,19.2,22.24,19
20190506,전남 보성군,49,15.3,17.3,22.78,50
20190506,전북 익산시,58,12.9,18.1,29.24,616
20190507,전남 화순군,55,11.8,17,30.21,865.8
20190507,전북 익산시,65,12.2,17.2,28.43,1213
20190508,전남 화순군,54,12.9,16.8,22,1245.2
20190508,전남 보성군,38,15.8,16.6,17.81,60
20190508,전북 익산시,62,13.3,16.7,21.4,1075.75
20190509,전남 화순군,52,14.7,17.9,27,760.4
20190509,경기 수원시,49,15.7,18.9,32.2,171.6
20190509,전북 익산시,62,14,17.9,26.48,1307
20190510,전남 화순군,57,15.8,18.4,27.79,914.8
20190510,경기 수원시,56,16.2,19.1,31.63,28
20190510,전남 보성군,43,17.5,18,20.75,40
20190510,전북 익산시,64,15.5,18.2,27.11,1075.5
20190511,전남 화순군,61,17.3,19.4,27.71,797.4
20190511,경기 수원시,46,17.8,20.2,31.57,50.4
20190511,전북 익산시,66,16.6,19.5,26.48,1599.25
20190513,전남 화순군,63,18.4,20.3,24.3,897
20190513,전남 보성군,73,17.4,19.4,20.46,110
20190513,전북 익산시,69,18.3,20.1,21.58,1123.25
20190514,전남 화순군,69,21.5,22,25.95,1226.3
20190514,전북 익산시,73,20.2,21.6,25.83,1130.25
20190515,전남 화순군,76,20.3,22.4,24.38,1430.8
20190515,경기 수원시,58,20,21.9,28,150.4
20190515,전남 보성군,70,20.7,21.7,21.12,10
20190515,전북 익산시,70,21,22.3,24.82,1144.5
20190516,전남 화순군,67,20.8,22.7,28.23,666.1
20190516,강원 춘천시,60,20.6,23,31.2,100
20190516,전북 익산시,72,21.7,22.8,23.05,1290.25
20190517,전남 화순군,71,19.9,22.4,18.33,631.5
20190517,강원 춘천시,64,20.8,22.4,23.08,100
20190517,경기 수원시,50,22.6,22.7,18.18,76
20190517,전북 익산시,75,21.8,22.4,15.33,599
20190518,전남 화순군,82,18.8,20.1,8.22,932.3
20190518,전북 익산시,88,19.6,21.1,10.2,757.25
20190520,전남 화순군,69,15.6,19.9,21.04,2494.7
20190520,경기 수원시,65,15.7,20.7,30.52,28
20190520,전남 보성군,64,16.7,18.8,16.45,20
20190520,전북 익산시,75,16,21.8,23.56,1184.25
20190521,전남 화순군,67,14.6,18.1,30.95,1276.3
20190521,경기 수원시,58,16.8,19.6,36.24,9
20190521,전북 익산시,73,16.3,20.3,29.35,1107.95
20190522,충남 서산시,69,17.4,19.2,,72
20190522,전남 화순군,67,17.8,19.3,30.92,986.6
20190522,경기 수원시,51,19.4,20.6,34.62,200
20190522,전남 보성군,65,18,18.5,24.5,130
20190522,전북 익산시,72,18.9,21.1,29.03,1867.5
20190523,전남 화순군,70,20.1,21,29.67,1757.9
20190523,전북 익산시,69,20.8,22.1,28.49,1218
20190524,전남 화순군,69,21,22.3,27.49,1672.8
20190524,경기 수원시,57,23,22.6,32.6,136
20190524,전남 보성군,62,22.3,20.8,22.04,110
20190524,전북 익산시,72,22.3,22.8,25.96,1035
20190525,전남 화순군,72,20.4,22.4,21.88,1551.2
20190525,경기 수원시,51,22.8,22.8,26.47,108
20190525,전북 익산시,71,21.6,22.5,19.06,1026
20190527,전남 화순군,91,18.1,21.3,2.86,2997.8
20190527,전남 보성군,91,19.1,20.4,3.41,70
20190527,전북 익산시,98,17.6,21.3,2.47,870.35
20190528,전남 화순군,70,15.7,19.4,23.99,2741.2
20190528,전북 익산시,82,16,19.8,17.93,2104.5
20190529,전남 화순군,71,17.9,19.7,30.46,2128.7
20190529,경북 안동시,53,18.8,21.2,30.14,230
20190529,전남 보성군,52,20.9,19.6,24.11,70
20190529,전북 익산시,81,18,21.2,29.22,1382
20190530,전남 화순군,66,19.1,20.8,21.84,1904.3
20190530,전북 익산시,69,19.2,21.3,19.84,1616.9
20190531,전남 화순군,78,16.9,21,25.04,803.7
20190531,경기 수원시,51,18.8,21.7,34.66,54
20190531,전남 보성군,79,16.9,19.8,17.54,30
20190531,전북 익산시,78,18.1,22.3,25.56,1405.85
20190601,전남 화순군,73,18.3,21.2,24.94,1012.5
20190601,강원 철원군,64,17.8,21.7,26.75,60
20190601,경기 수원시,65,17.8,20.9,23.79,84
20190601,전북 익산시,79,18,22,23.64,1947.2
20190603,전남 화순군,68,20.8,23.1,29.12,3884.3
20190603,경북 안동시,64,21.7,25.4,27.47,119
20190603,경기 수원시,49,22.2,22.8,32.44,212
20190603,강원 철원군,59,20.9,24.1,26.5,5
20190603,전북 익산시,70,21.6,23.4,27.39,1157.45
20190604,전남 화순군,69,22,24.2,28.56,2586.1
20190604,강원 철원군,65,21.9,25.2,27.36,32
20190604,전북 익산시,75,22.2,24.7,27.18,1987.45
20190605,전남 화순군,75,22.6,24.9,28.52,2197.2
20190605,경기 수원시,70,21.6,24.4,27.49,24
20190605,강원 철원군,72,21.9,25.6,20.81,8
20190605,전남 보성군,66,24.4,23.4,22.37,30
20190605,전북 익산시,86,21.7,25.8,25.81,1185.5
20190606,전남 화순군,84,21,24.4,14.2,2492.1
20190606,강원 철원군,82,19.7,22.4,6.07,7
20190606,경기 수원시,79,21.2,22.7,8.73,66
20190606,전북 익산시,91,21.2,24.3,10.53,1893.1
20190607,전남 화순군,94,19.1,22,7.42,2895.9
20190607,강원 철원군,,,,,12
20190607,경기 수원시,76,20.1,21.1,14.17,80
20190607,전남 보성군,88,20.2,21.2,8.79,30
20190607,전북 익산시,98,19.1,22.4,6.16,704.25
20190608,전남 화순군,81,20.6,22.6,14,2466.2
20190608,강원 철원군,71,19.6,21.3,24.13,20
20190608,전북 익산시,88,21,23.7,22.42,1143.25
20190610,전남 화순군,84,18.9,22.8,10.45,5412.2
20190610,충남 서산시,82,18.8,21.6,,6
20190610,강원 춘천시,80,16.6,20.7,13.94,102
20190610,강원 철원군,69,17.3,19.2,14.78,170
20190610,경기 수원시,67,19.7,22.1,19.76,149
20190610,전남 보성군,80,19.3,22,11.15,100
20190610,전북 익산시,92,19.1,23.3,7.75,924
20190611,전남 화순군,88,17.7,21.4,12.76,3284.6
20190611,강원 춘천시,73,17.4,20,26.93,95
20190611,강원 철원군,67,17.8,19.5,24.55,309.4
20190611,전북 익산시,90,19.1,23.4,19.03,1321.75
20190612,전남 화순군,80,19.8,22,24.51,3029
20190612,강원 춘천시,70,20.4,22.6,36.65,56
20190612,강원 철원군,71,20,22.7,29.14,258.5
20190612,전북 익산시,82,20.6,24.2,26.9,1068.7
20190613,전남 화순군,77,20.7,23.2,24.2,2987.4
20190613,강원 춘천시,68,22,24.7,34.88,110
20190613,강원 철원군,65,21.5,24.5,28.92,113
20190613,전북 익산시,79,22,25.2,25.53,1920.25
20190614,전남 화순군,91,18.5,22,8.27,3121.2
20190614,충남 서산시,65,21.1,23,,4
20190614,강원 철원군,71,20.7,24.1,21.91,203.6
20190614,전남 보성군,84,19.8,21.7,5,110
20190614,전북 익산시,85,21.2,24.2,11.51,1552.4
20190615,전남 화순군,77,20.1,22.1,29.06,3422.5
20190615,강원 춘천시,83,19.1,23.8,25.6,176.8
20190615,강원 철원군,73,19.5,24.4,27.53,264.6
20190615,전북 익산시,85,20.2,24.4,26.35,1278.1
20190617,전남 화순군,76,20.9,23.3,26.17,5384.3
20190617,경북 안동시,66,21.9,27.1,25.94,125
20190617,강원 춘천시,70,21.3,24.4,32.15,228
20190617,강원 철원군,69,20.7,24.7,23.55,681
20190617,경기 수원시,64,21.1,23.7,30.22,144
20190617,전북 익산시,83,21.1,25.2,25.67,1048.5
20190618,충남 서산시,85,20.5,21.8,,2
20190618,전남 화순군,80,21.2,23.3,17.04,3458.2
20190618,경북 안동시,74,21.3,26.4,18.21,30
20190618,강원 춘천시,93,17.9,21.6,7.63,370
20190618,강원 철원군,,,,,839
20190618,전북 익산시,84,22.1,24.7,16.08,1627
20190619,전남 화순군,79,22.6,24.4,24.49,3567.3
20190619,경북 안동시,72,22.7,27.1,19.98,8
20190619,강원 춘천시,93,19.9,21.4,10.02,571
20190619,강원 철원군,,,,,409.6
20190619,전북 익산시,86,22.4,25.7,18.68,942.85
20190620,전남 화순군,81,22.3,25.1,24.97,3499.6
20190620,강원 춘천시,80,22,23.9,28.88,250
20190620,충남 서산시,80,21.2,23.2,,4
20190620,강원 철원군,77,21.6,23.8,21.96,514
20190620,전북 익산시,86,22.4,25.9,21.2,1939.75
20190621,전남 화순군,78,22.6,25.8,28.76,2618.7
20190621,강원 춘천시,90,19.7,23.1,18.02,181
20190621,강원 철원군,77,20.4,23.1,15.55,1047.5
20190621,경기 수원시,75,22.4,23.9,20.9,80
20190621,충남 서산시,78,21.5,24.2,,17.5
20190621,전남 보성군,70,24.4,24.9,23.79,30
20190621,전북 익산시,85,22.7,26.6,24.51,2382.3
20190622,전남 화순군,85,21.1,25.1,16.73,2568.5
20190622,강원 춘천시,66,20,23,31.93,719.2
20190622,강원 철원군,62,20.7,23.5,29.44,616.9
20190622,전북 익산시,90,22.2,26,19.28,1871.35
20190624,전남 화순군,76,22.9,25.2,26.46,3697.6
20190624,강원 춘천시,68,23.4,25.4,34.89,1709.5
20190624,충남 서산시,66,22.4,25.2,,12
20190624,강원 철원군,65,23,27.3,28.89,1236.2
20190624,전남 보성군,75,23.2,25,22.86,40
20190624,전북 익산시,80,22.8,27,28.23,1173.5
20190625,전남 화순군,78,23.4,25.6,20.76,2772
20190625,강원 춘천시,65,24.4,26.6,35.39,1163
20190625,강원 철원군,71,22.6,28,28.62,1781.3
20190625,경기 수원시,51,24.9,25,34.4,28
20190625,전북 익산시,75,24.4,27.6,27.44,1966.5
20190626,전남 화순군,95,19.9,23.6,6.04,3636.3
20190626,강원 춘천시,76,23.4,25.2,19.51,558.7
20190626,강원 철원군,76,22.8,26,14.76,1243.2
20190626,전남 보성군,95,20.2,22.6,1.72,50
20190626,전북 익산시,97,21.5,25.7,7.7,1390.5
20190627,충남 서산시,86,23.4,24.5,,30
20190627,전남 화순군,87,24.1,24.4,17.37,2877
20190627,강원 춘천시,75,25.1,26.9,24.84,731
20190627,강원 철원군,72,25.1,29.2,25.52,860.6
20190627,전북 익산시,94,23.8,26.1,13.65,1705.5
20190628,충남 서산시,79,23.1,25.1,,4
20190628,전남 화순군,83,23.5,25.6,23.7,2931.5
20190628,강원 춘천시,78,25,27,22.4,711
20190628,경북 안동시,83,23.4,25.9,15.86,80
20190628,강원 철원군,77,23.8,27.5,15.15,1217.6
20190628,전남 보성군,79,23.9,25.2,24.02,40
20190628,전북 익산시,88,24.5,27.6,23.36,1870.5
20190629,전남 화순군,97,21,24.3,3.88,2597.3
20190629,강원 춘천시,87,21.3,25.1,15.78,1591.1
20190629,강원 철원군,81,21.4,25.5,12.92,1551.3
20190629,충남 서산시,91,22.1,24.1,,21
20190629,전북 익산시,100,21.8,25.7,3.38,1340.85
20190701,전남 화순군,96,21.7,24.3,7.47,3882.9
20190701,경북 안동시,80,22.5,25.4,13.85,120
20190701,강원 춘천시,74,23.3,25.7,25.63,4154
20190701,강원 철원군,68,22.7,26.7,22.99,3371.6
20190701,충남 서산시,78,22.4,24.3,,20
20190701,경기 수원시,71,23.3,24.4,24.74,70
20190701,전북 익산시,91,23.4,26.4,10.96,1774.5
20190702,전남 화순군,81,23.5,24.9,24.88,2716.4
20190702,강원 춘천시,69,23.2,26.2,30.09,2927.4
20190702,강원 철원군,69,22.5,27.2,25.16,2810.4
20190702,충남 서산시,82,22.7,25,,27.5
20190702,경기 수원시,71,23.7,24.6,30.73,132
20190702,전북 익산시,85,23.4,26.6,25.8,1704.46
20190703,충남 서산시,78,22.5,25.5,,38.7
20190703,전남 화순군,84,22.1,25,19.94,3496.2
20190703,강원 춘천시,72,23.4,26.7,27.58,2715.6
20190703,강원 철원군,74,22.5,27.7,23.67,2809.4
20190703,경기 수원시,73,23.7,24.8,18.48,60
20190703,전북 익산시,86,23.6,26.4,17.65,1772.75
20190704,전남 화순군,80,24.1,25.6,25.62,2618.2
20190704,강원 춘천시,65,25.2,28,35.4,1356.2
20190704,강원 철원군,65,23.8,28.6,27.76,2887.6
20190704,충남 서산시,74,22.9,26.4,,30
20190704,전북 익산시,80,24,27.4,24.45,1023.75
20190705,전남 화순군,80,24.7,26.6,21.45,2981.3
20190705,강원 춘천시,58,26.2,29.1,32.5,2686.9
20190705,강원 철원군,64,25,29.4,26.35,3946.6
20190705,충남 서산시,64,24.7,27.4,,45
20190705,전북 익산시,79,25.4,27.9,25.7,1947
20190706,전남 화순군,75,24.6,26.9,29.97,1753.4
20190706,강원 춘천시,64,26,29.8,34.71,4209.1
20190706,충남 서산시,49,27.1,28,,52
20190706,강원 철원군,62,25.7,29.5,25.93,3383.6
20190706,전북 익산시,72,26.4,28.4,28.45,1913.35
20190708,전남 화순군,79,22.8,26,22.23,2316.4
20190708,충남 서산시,53,25,28.2,,28
20190708,경북 안동시,76,20.8,27,16.75,70
20190708,강원 춘천시,71,21,25.5,15.67,9145.7
20190708,강원 철원군,68,21.7,26.9,22.8,5025.6
20190708,경기 수원시,44,25.1,25.1,25.16,188
20190708,전북 익산시,74,24.2,27.6,24.96,1322.8
20190709,전남 화순군,79,23.2,26,17.93,2206.9
20190709,강원 춘천시,69,21.6,25,23.24,9667.7
20190709,강원 철원군,65,21.5,25.5,20.28,4098.3
20190709,충남 서산시,55,25,28,,58
20190709,전남 보성군,77,23.2,24.3,12.42,10
20190709,전북 익산시,74,25,27.6,23.51,954
20190710,충남 서산시,75,21.6,25.2,,8
20190710,전남 화순군,92,20.7,24.8,5.07,1149.2
20190710,강원 춘천시,76,20.4,24.6,14.27,8938.4
20190710,강원 철원군,71,20.1,23.6,10.17,5255
20190710,전북 익산시,91,21.6,26.3,5.77,1302.9
20190711,전남 화순군,90,21,23.6,8.26,1679.1
20190711,충남 서산시,87,21.2,24.3,,60
20190711,경북 안동시,83,23.5,25.6,12.04,10
20190711,강원 춘천시,84,21.4,23.4,10.48,12339.9
20190711,강원 철원군,83,19.7,21.6,8.57,3569.8
