date,center,1.5m humi,1.5m temp,5cm earth,radio,all_product
20190711,전북 익산시,98,21.4,25,6.83,1235
20190712,전남 화순군,83,22.9,24.3,18.93,2451.8
20190712,강원 춘천시,83,21.9,23.9,17.42,7054.7
20190712,강원 철원군,81,21.4,23.2,15.57,4456
20190712,충남 서산시,84,22.2,25.1,,16
20190712,전북 익산시,90,23.1,26.4,19.76,1838.2
20190713,충남 서산시,93,21.9,23.7,,58
20190713,전남 화순군,86,22.7,24.8,14.99,1450.3
20190713,강원 춘천시,76,24,25.5,25.28,12473.1
20190713,강원 철원군,78,23.3,25.4,22.53,4744.5
20190713,전북 익산시,91,23.4,26.4,14.81,2100.25
20190715,충남 서산시,91,23.1,25.1,,25.5
20190715,전남 화순군,86,23.7,26,18.79,2467.3
20190715,경북 안동시,89,22,26.1,7.16,300
20190715,강원 춘천시,93,22.1,25.3,14.62,19520.7
20190715,강원 철원군,82,22.4,24.7,15.03,5926.4
20190715,경기 수원시,84,23.9,25.1,11.58,100
20190715,전북 익산시,89,24.9,27.7,19.1,1774.9
20190716,충남 서산시,84,23.9,26.1,,36
20190716,전남 화순군,85,23.9,26.3,16.62,1062.4
20190716,경북 안동시,77,24.2,27,18.89,10
20190716,강원 춘천시,87,23.1,25.1,23.25,23520.9
20190716,강원 철원군,82,23,25.4,17.82,6625.3
20190716,경기 수원시,78,25.1,25.2,19.08,150
20190716,전남 보성군,82,24.1,25.3,17.45,50
20190716,전북 익산시,88,25.2,27.9,21.6,1578
20190717,충남 서산시,81,24.2,25.9,,75
20190717,전남 화순군,82,24.3,26.6,22.35,741.9
20190717,경북 안동시,80,24.4,27.6,18.23,170
20190717,강원 춘천시,87,24,25.5,16.49,17796.7
20190717,강원 철원군,82,23.5,25.3,14.99,5753.5
20190717,경기 수원시,75,25.9,25.5,15.86,80
20190717,전북 익산시,87,26.1,28.3,17.46,1159
20190718,충남 서산시,80,25.2,26.9,,111
20190718,전남 화순군,91,22.9,25.8,9.78,746.7
20190718,강원 춘천시,78,25.9,27.3,29.06,19183.2
20190718,강원 철원군,75,25.4,27.6,24.91,6203.7
20190718,전남 보성군,90,22.9,24.2,4.96,20
20190718,전북 익산시,94,24.8,28,11.51,1695.5
20190719,전남 화순군,89,24.3,25.2,5.65,734.1
20190719,강원 춘천시,76,27.2,28,25.68,24836.8
20190719,충남 서산시,79,26.7,27,,116
20190719,강원 철원군,74,26.8,28.8,23.43,5617.1
20190719,전북 익산시,88,27,28,11.04,853.85
20190720,충남 서산시,82,26.3,26.3,,170
20190720,전남 화순군,91,24,24.7,5.61,748.9
20190720,강원 춘천시,73,27.2,26.9,11.57,25790.4
20190720,강원 철원군,71,26.4,26.4,6.56,5716.7
20190720,전북 익산시,97,25.6,28.1,7.68,730.35
20190722,충남 서산시,91,25.1,26.6,,90
20190722,전남 화순군,91,25.8,26.4,20.36,567.4
20190722,경북 안동시,79,27.1,28,24.15,280
20190722,강원 춘천시,87,26.2,26.7,20.79,24184.7
20190722,강원 철원군,79,25.9,25.9,13.4,7620.1
20190722,경기 수원시,,,,,50
20190722,전북 익산시,,,,20.17,1296.5
20190723,충남 서산시,86,26.7,27.4,,71
20190723,전남 화순군,86,26.7,27.7,23.36,378.1
20190723,경북 안동시,78,28.2,29.7,25.75,20
20190723,강원 춘천시,87,26.9,27.7,20.15,22480
20190723,강원 철원군,84,25.5,26.5,12.29,7025.9
20190723,경기 수원시,,,,,150
20190723,전북 익산시,86,28.6,29.3,21.07,1183.8
20190724,강원 춘천시,97,25.9,26.8,7.22,30029.4
20190724,전남 화순군,90,25.9,27.2,7.39,320.2
20190724,강원 철원군,87,25.8,26.3,8.44,8036.2
20190724,충남 서산시,94,25.6,26.4,,119
20190724,경기 수원시,88,26.5,,0,122
20190724,전북 익산시,92,27.8,29,8.58,1528.5
20190725,충남 서산시,,,,,86
20190725,전남 화순군,89,26.9,27.4,11.58,437.8
20190725,강원 춘천시,99,25.6,26.4,5.73,31350.4
20190725,강원 철원군,89,26,26.5,11.64,6144.5
20190725,경기 수원시,95,26.2,,0,20
20190725,전남 보성군,91,26.5,26.2,8.08,70
20190725,전북 익산시,98,27.4,28.7,7.45,1673.9
20190726,전남 화순군,90,26.8,27.6,8.63,466.4
20190726,경북 안동시,89,27,28.3,11.04,100
20190726,강원 춘천시,99,24.5,25.5,2.83,30250.5
20190726,강원 철원군,95,23.7,24.7,4.63,7495.9
20190726,충남 서산시,97,24.9,25.3,,93
20190726,전북 익산시,98,26.9,28.8,5.65,1320.85
20190727,전남 화순군,98,25.5,27,5.74,541.1
20190727,충남 서산시,92,26.6,26.7,,12
20190727,강원 춘천시,88,27.6,27.8,23.46,27981.4
20190727,강원 철원군,84,26.7,27.7,22,5613
20190727,경기 수원시,84,28.3,,0,30
20190727,전남 보성군,94,26.2,26.4,3.56,100
20190727,전북 익산시,97,27.3,28.5,9.41,1063.35
20190729,충남 서산시,87,26.8,26.5,,130
20190729,경북 안동시,84,27.2,29.5,22.8,160
20190729,강원 춘천시,95,26.4,26.6,9.57,34329.5
20190729,강원 철원군,82,26.4,26,12.38,5637.6
20190729,전북 익산시,87,28.3,29,22.51,952.5
20190730,전남 화순군,88,26.7,28.1,22.88,527
20190730,충남 서산시,91,27.1,26.7,,52
20190730,강원 춘천시,98,26,26.2,3.35,24419.3
20190730,강원 철원군,87,25.7,25.4,3.96,5715.4
20190730,전남 보성군,83,28.2,28.2,22.12,3
20190730,전북 익산시,89,28.9,29.5,20.15,1286
20190731,충남 서산시,97,26.2,26.2,,50
20190731,전남 화순군,85,27.7,28.8,23.97,319.6
20190731,경북 안동시,78,28.8,30.5,22.18,10
20190731,강원 춘천시,98,24.8,26.2,6.53,47462.1
20190731,강원 철원군,89,25.1,25.2,5.87,6869.1
20190731,경기 수원시,89,26.9,,0,80
20190731,전남 보성군,83,28.2,28.6,23.16,50
20190731,전북 익산시,86,29.2,29.8,20.73,1593
20190801,충남 서산시,90,27.3,27.6,,20
20190801,전남 화순군,84,27.8,29.6,23.97,300.6
20190801,강원 춘천시,90,26.6,27.4,21.42,39290.1
20190801,강원 철원군,85,25.8,26.4,13.91,4826.2
20190801,전남 보성군,81,28.1,28.8,24.31,90
20190801,전북 익산시,91,28.2,30,19.79,1460.35
20190802,전남 화순군,84,28,30.3,21.24,302.6
20190802,경북 안동시,77,28.7,31.8,27.41,110
20190802,강원 춘천시,85,27.6,29.2,28.59,34177.4
20190802,충남 서산시,,,,,117
20190802,강원 철원군,81,27.1,28.7,21.19,6964.9
20190802,전남 보성군,79,28.7,29.1,22.95,19
20190802,전북 익산시,90,28.9,30.4,22.75,1269
20190803,강원 춘천시,84,28.2,30.1,28.63,3647.9
20190803,강원 철원군,82,26.4,28.5,24.35,1911
20190803,전북 익산시,93,27.2,30.3,18.5,1297.6
20190805,충남 서산시,76,28.5,29.3,,760
20190805,경북 안동시,75,28.6,31.9,23.48,110
20190805,강원 춘천시,73,29.6,30.9,30.28,50707
20190805,전남 화순군,81,28.4,30.8,18.71,340
20190805,강원 철원군,77,28.1,29.6,23.58,5917.4
20190805,경기 수원시,70,30.4,,0,116
20190805,전북 익산시,87,28.9,30.1,19.36,957.2
20190806,충남 서산시,68,29.7,29.7,,982
20190806,경북 안동시,83,25.4,29.9,13.36,10
20190806,강원 춘천시,68,28.6,30.8,26.72,49089.6
20190806,강원 철원군,73,28.1,29.7,23.37,6008.4
20190806,전남 화순군,82,28.2,30.9,21.25,230
20190806,전북 익산시,84,28.6,29.9,19.05,1027.5
20190807,전남 화순군,85,27.3,30.9,23.51,332
20190807,강원 춘천시,99,23.4,26.7,4.74,47602.9
20190807,강원 철원군,89,23.8,25.8,4.34,5269
20190807,전북 익산시,90,28.7,30.4,21.51,861.5
20190808,충남 서산시,80,28.1,29.5,,38
20190808,전남 화순군,83,27.5,30.7,15.88,284.5
20190808,강원 춘천시,91,26,27.8,20.87,36667.8
20190808,강원 철원군,83,25.9,27,18.35,3615.2
20190808,전북 익산시,91,28.1,30.4,15.82,1222.8
20190809,충남 서산시,79,28.4,30.1,,28
20190809,경북 안동시,84,27.2,30.7,25.62,30
20190809,강원 춘천시,88,27.2,29.3,25.08,28356.1
20190809,강원 철원군,82,26.6,28.3,19.17,3862.6
20190809,전남 화순군,84,27.4,30.5,17.01,179
20190809,전남 보성군,78,28,28.7,15.17,13
20190809,전북 익산시,82,29.9,31.7,24.11,1042.85
20190810,충남 서산시,68,30.5,30.2,,43
20190810,전남 화순군,72,28.6,30.8,25.09,252.6
20190810,강원 춘천시,77,28.4,29.6,26.33,42638
20190810,강원 철원군,76,27.7,28.3,20.23,4684.3
20190810,전북 익산시,75,30.5,32,23.82,621
20190812,강원 춘천시,99,24.9,27.3,6.37,47504.6
20190812,강원 철원군,93,24.7,25.9,4.12,3656
20190812,전남 보성군,85,28,27.2,7.88,40
20190812,전북 익산시,93,28.1,30.2,10.72,821
20190813,경북 안동시,77,28.1,31.1,18.67,185
20190813,전남 화순군,84,28.4,29.3,19.16,194.8
20190813,강원 춘천시,83,28.1,29.1,27.18,38710.8
20190813,강원 철원군,81,27.5,28,18.62,2150.5
20190813,전북 익산시,84,29.5,31.3,22.58,533
20190814,전남 화순군,86,29,30.1,23.34,264.2
20190814,강원 춘천시,79,27.7,29.4,25.58,35653.4
20190814,강원 철원군,75,27.4,28.6,20.65,2828.5
20190814,전북 익산시,80,29.9,31.3,17.69,684
20190815,전남 화순군,87,27.1,29.8,15.22,238.3
20190815,강원 춘천시,97,23.5,27,4.58,36074.9
20190815,강원 철원군,88,23.3,25.2,3.2,2291.5
20190815,충남 서산시,89,25.7,28.8,,12
20190815,전북 익산시,95,26.1,29.6,10.06,279.5
20190816,전남 화순군,89,25.3,28.8,12.6,382.4
20190816,경북 안동시,,,,20.02,110
20190816,강원 춘천시,94,24.3,26.3,13.46,31952.2
20190816,강원 철원군,82,24.5,25.4,12.72,2412.9
20190816,충남 서산시,85,25.8,28.5,,29
20190816,경기 수원시,76,25.7,,0,40
20190816,전북 익산시,94,26.1,29.6,15.36,427.25
20190817,강원 춘천시,88,24.3,26.6,18.01,23807.3
20190817,강원 철원군,73,24.1,25.4,15.89,2961.4
20190817,전남 화순군,85,26,28.7,22.21,233.5
20190817,전북 익산시,89,26,29,18.18,1001.65
20190819,전남 화순군,83,24,28.4,22.05,350
20190819,강원 춘천시,81,23.9,26.3,26.95,27705.2
20190819,강원 철원군,79,23.7,25.9,22.27,4917.6
20190819,전북 익산시,85,25,29,22.98,955.85
20190820,강원 춘천시,77,25.2,27.2,29.77,28238.2
20190820,충남 서산시,78,26.6,27.9,,20
20190820,강원 철원군,72,25.2,27.1,24.32,5169.8
20190820,전남 화순군,84,25.6,28.5,14.05,349
20190820,전북 익산시,83,27.3,29.5,20.29,1034.5
20190821,경북 안동시,79,25.7,29.6,18.17,30
20190821,강원 춘천시,91,23.6,26.5,14.74,24542.6
20190821,강원 철원군,87,23.2,26,7.21,4953.6
20190821,전남 화순군,91,25.9,28.8,10.81,175.5
20190821,전북 익산시,89,27.1,30.1,15.84,852.85
20190822,전남 화순군,87,26.2,28.5,16.28,100
20190822,경북 안동시,88,24.8,28.6,11.59,120
20190822,강원 춘천시,78,24.6,27.5,28.08,22470.5
20190822,강원 철원군,81,23.4,26.5,21.46,4440.9
20190822,충남 서산시,79,25.3,28,,28
20190822,전북 익산시,90,25.7,29.5,17.09,866.5
20190823,경북 안동시,79,23.4,27.9,17.9,180
20190823,강원 춘천시,78,23.2,27,23.71,16912.3
20190823,강원 철원군,80,21.9,26.1,19.02,5417.4
20190823,전남 화순군,85,24.2,27.9,15.94,155
20190823,전북 익산시,88,24.4,28.4,15.54,807.5
20190824,전남 화순군,86,22.3,27,15.48,211
20190824,강원 춘천시,87,21.3,25.3,16.41,20706.2
20190824,강원 철원군,79,21.6,24.8,15.48,6114.8
20190824,충남 서산시,86,22.1,25.7,,56
20190824,전북 익산시,88,22.7,26.8,11.43,519.5
20190826,강원 춘천시,81,22.9,27,23.9,41550.4
20190826,강원 철원군,82,23,26.3,20.68,5340.9
20190826,충남 서산시,76,24.2,26.5,,52
20190826,전북 익산시,82,25.2,27.6,22.91,1037.75
20190827,전남 화순군,96,22.9,26.4,4.59,321.6
20190827,강원 춘천시,86,23.7,27,19.82,29421.9
20190827,충남 서산시,87,23.3,26.4,,24
20190827,강원 철원군,80,23.5,26.4,15.49,4840.8
20190827,전남 보성군,93,23.2,24.5,2.6,130
20190827,전북 익산시,98,22.7,27.2,6.5,1051.25
20190828,충남 서산시,84,24.4,27,,34
20190828,전남 화순군,90,23.9,26.4,9.97,359
20190828,강원 춘천시,83,24.4,27.3,20.91,28084.7
20190828,강원 철원군,78,23.5,26.7,18.98,5202.7
20190828,전북 익산시,,,,,415.35
20190829,충남 서산시,92,21.9,25.4,,46
20190829,강원 춘천시,96,20.4,24.6,12.32,25101.1
20190829,강원 철원군,85,20.9,23.7,12.06,3186.4
20190829,전남 화순군,95,22,25.7,5.96,183.5
20190829,전북 익산시,93,23.6,26.8,11.86,871
20190830,전남 화순군,85,21.9,25.7,21.47,205
20190830,경북 안동시,79,21.7,26,23.55,40
20190830,강원 춘천시,80,21.5,24.7,24.32,26804.5
20190830,강원 철원군,79,20,23.3,17.75,2241.8
20190830,전북 익산시,86,22.8,26.6,21.22,1048
20190831,전남 화순군,87,21.2,25.3,19.15,93.9
20190831,강원 춘천시,82,21.2,25.1,26.21,27997.3
20190831,강원 철원군,79,20.4,23.4,20.34,4472.2
20190831,충남 서산시,82,21.1,24.8,,4
20190831,전북 익산시,85,22.7,26.1,18.37,1124.85
20190902,강원 춘천시,81,20.8,24.7,23.4,34212.3
20190902,강원 철원군,79,20.9,23.5,20,2492
20190902,경기 수원시,75,24.3,24.5,13.63,8
20190902,충남 서산시,80,22.6,24.7,,16
20190902,전북 익산시,96,22.1,26.3,7.66,604.3
20190903,강원 춘천시,88,21.2,24.5,13.13,30579.2
20190903,강원 철원군,74,22.3,24,15.37,2657.4
20190903,경기 수원시,82,23.8,24.3,13.73,16
20190903,충남 서산시,85,23.3,24.8,,36
20190903,전북 익산시,100,22.8,25.9,6.03,576.1
20190904,충남 서산시,90,24,25,,13.5
20190904,강원 춘천시,99,21,23.6,,29055.3
20190904,강원 철원군,88,21,21.9,,2065
20190904,전남 화순군,95,23.8,24.9,8.3,135
20190904,전북 익산시,96,24.8,26.5,,858
20190905,전남 화순군,93,23.7,25.5,13.59,67.2
20190905,강원 춘천시,98,22.2,24.2,9.3,21878.6
20190905,강원 철원군,92,21.5,22.5,7.2,1842
20190905,경기 수원시,97,23.5,24,13.77,224
20190905,충남 서산시,96,23,24.7,,9.5
20190905,전북 익산시,97,23.7,26.9,7.56,517.5
20190906,강원 춘천시,92,24.1,25,14.71,24776
20190906,강원 철원군,88,23.4,23.8,8.82,1977.2
20190906,충남 서산시,92,25,25.1,,100
20190906,전북 익산시,93,25.9,26.5,8.55,916.5
20190907,강원 춘천시,78,26.3,24.8,6.42,33399.6
20190907,강원 철원군,80,24.9,23.3,2.94,3138.4
20190907,경기 수원시,80,26.4,24.4,13.79,24
20190907,전남 화순군,92,23.8,25.3,6.24,145
20190907,전남 보성군,88,24.8,24.5,5.99,270
20190907,전북 익산시,90,25.8,26.4,6.33,1037.85
20190909,전남 화순군,92,24.5,25.5,8.6,607
20190909,경북 안동시,90,24.3,27.1,8.59,150
20190909,강원 춘천시,93,23.7,25.4,13.21,38615.5
20190909,강원 철원군,84,23.9,24.9,15.98,4252.9
20190909,경기 수원시,91,24.4,24.4,13.75,52
20190909,전남 보성군,89,25.5,25.1,9.97,679
20190909,전북 익산시,99,24.1,27,7.71,1128.6
20190910,전남 화순군,88,25,26.2,19.19,965.2
20190910,강원 춘천시,98,22.3,24.9,7.76,33037.7
20190910,충남 서산시,91,24.8,25,,33.5
20190910,강원 철원군,,,,,3063.2
20190910,경기 수원시,94,24.9,24.7,13.76,16
20190910,전북 익산시,86,26.9,27.4,16.57,1077.25
20190911,전남 화순군,87,25.5,27,14.24,631.5
20190911,강원 춘천시,82,22.1,24.4,16.17,24074.7
20190911,충남 서산시,91,23.5,25,,64
20190911,강원 철원군,,,,,2708.1
20190911,경기 수원시,85,24.2,24.3,13.75,52
20190911,전북 익산시,94,25.1,27.2,10.33,1236.95
20190912,전남 화순군,85,22.6,26.5,5.64,100.9
20190912,강원 춘천시,71,20.4,23.2,10.74,9974
20190912,강원 철원군,74,19.9,21.8,6.36,1679.3
20190912,경기 수원시,84,20.7,22.6,13.79,8
20190916,전남 화순군,86,23.7,26.8,15.82,1929
20190916,강원 춘천시,75,20.8,23.9,25.97,9140.9
20190916,충남 서산시,74,23.7,25.3,,40
20190916,강원 철원군,76,20.2,23.1,19.79,2851.2
20190916,경기 수원시,71,24.3,24.4,13.37,28
20190916,전남 보성군,83,24,25.6,15.99,110
20190916,전북 익산시,83,24.4,26.9,19.25,566
20190917,전남 화순군,79,21.6,26.3,23.93,1576.9
20190917,강원 춘천시,75,19.3,22.5,25.19,24125.5
20190917,강원 철원군,68,19.7,21.9,18.06,4099.3
20190917,경기 수원시,58,22.9,22.9,13.5,1200
20190917,전북 익산시,73,22.4,25.4,22.47,839.6
20190918,전남 화순군,76,19.9,25.1,23.21,437.1
20190918,강원 춘천시,71,19.5,23.2,28.16,20666.9
20190918,충남 서산시,60,20.4,23.8,,34
20190918,강원 철원군,68,17.7,22,21.71,4030.8
20190918,전북 익산시,75,20.5,25.2,22.08,1371.35
20190919,전남 화순군,77,18.2,24,23.12,1684.8
20190919,강원 춘천시,75,16.9,22,24.26,20569.7
20190919,강원 철원군,73,15.2,19.5,16.83,3538.8
20190919,충남 서산시,60,18.9,22,,40
20190919,전북 익산시,79,18.8,23.2,21.43,731.5
20190920,전남 화순군,78,19,23.7,13.7,204.4
20190920,충남 서산시,61,19.7,21.7,,70
20190920,강원 춘천시,80,17.1,20.9,12.68,17365.1
20190920,강원 철원군,75,16.7,18.9,8.55,2757.4
20190920,전북 익산시,83,19.9,23.2,7.5,1014
20190921,충남 서산시,78,18.3,20.9,,80
20190921,전남 화순군,96,16.9,22.5,3.19,2103.5
20190921,강원 춘천시,90,16.9,20.1,7.31,20094.8
20190921,강원 철원군,82,17,18.7,5.34,4243
20190921,경기 수원시,75,19.3,19.9,13.46,52
20190921,전남 보성군,90,18.3,21,1.41,60
20190921,전북 익산시,96,17.9,22.7,3.06,804.5
20190923,전남 화순군,79,18.6,21.5,22.76,470
20190923,강원 춘천시,67,18.4,19.3,19.77,15234.6
20190923,충남 서산시,65,18.8,20.6,,30
20190923,강원 철원군,61,18,19.7,19.37,4005.6
20190923,경북 안동시,84,17.5,20.6,7.89,85
20190923,전북 익산시,83,18.6,21.8,18.6,496.75
20190924,충남 서산시,78,17.4,20.3,,48
20190924,전남 화순군,84,16.5,21.8,21.62,2731.8
20190924,강원 춘천시,89,15.9,19.7,19.63,11234.8
20190924,강원 철원군,76,16.1,19.5,20.16,5067.2
20190924,경기 수원시,76,18.4,19.6,13.58,8
20190924,전북 익산시,86,17.6,21.4,20.73,1247.5
20190925,전남 화순군,86,17.9,21.9,16.73,673.3
20190925,충남 서산시,81,18.7,20.3,,48
20190925,강원 춘천시,91,17.2,20.1,16.3,13786.5
20190925,강원 철원군,79,17.6,20.1,16.01,4270.4
20190925,경기 수원시,83,19.6,20,13.62,70
20190925,전남 보성군,79,18.7,20.9,13.71,30
20190925,전북 익산시,88,18.6,21.4,14.42,1284.85
20190926,강원 춘천시,88,19.2,21.1,18.11,18946.7
20190926,전남 화순군,84,20.2,22.4,16.32,2632.1
20190926,충남 서산시,78,20.4,21.4,,50
20190926,강원 철원군,75,19,21,14.37,3936
20190926,경기 수원시,74,22.1,20.8,13.65,44
20190926,전북 익산시,91,20,22.4,11.91,1217
20190927,충남 서산시,75,22,22,,50
20190927,전남 화순군,84,21.8,23.2,14.55,1702.6
20190927,강원 춘천시,87,19.4,21.4,16.09,16485.4
20190927,강원 철원군,73,20.1,21.6,11.12,3418.4
20190927,경기 수원시,68,22.7,21.2,13.36,24
20190927,전북 익산시,86,22,23,18.11,763.5
20190928,전남 화순군,89,23.3,24.3,13.23,2805.7
20190928,강원 춘천시,88,20.4,22.1,20.14,14999.5
20190928,충남 서산시,76,21.8,22.9,,80
20190928,강원 철원군,78,19.9,22,13.74,3330.5
20190928,경기 수원시,79,22.8,22.4,13.63,40
20190928,전북 익산시,89,23.2,23.9,13.77,1073.6
20190930,충남 서산시,80,20.9,22.4,,84.5
20190930,전남 화순군,90,22.2,24.5,14.74,1924.8
20190930,강원 춘천시,83,17.8,21.2,23.22,17129.8
20190930,강원 철원군,76,18.1,20.9,18.4,3258.4
20190930,경기 수원시,82,21,21.6,13.6,198
20190930,경북 안동시,86,20.5,23.4,17.9,38
20190930,전북 익산시,85,21.5,23.4,18.21,965.85
20191001,충남 서산시,89,21,22.7,,109.5
20191001,전남 화순군,99,19.9,23.4,1.54,2225
20191001,강원 춘천시,89,19.2,21.1,,14874.1
20191001,경북 안동시,90,22.2,23.8,5.67,72
20191001,강원 철원군,80,19.1,21.4,,4312.4
20191001,경기 수원시,86,22,21.5,,159
20191001,전북 익산시,95,21,23,,1103.25
20191002,충남 서산시,92,21.1,22,,209
20191002,전남 화순군,96,21.1,22.2,2.48,2327.7
20191002,강원 춘천시,99,20,21.3,4.28,8757.2
20191002,경북 안동시,98,20.9,22.8,1.63,43.7
20191002,강원 철원군,85,20.2,20.9,4.4,3715.1
20191002,경기 수원시,94,21.9,21.5,13.8,306
20191002,전북 익산시,100,20.8,23.2,1.82,975.5
20191003,충남 서산시,80,22.9,22.9,,115.5
20191003,전남 화순군,89,21.2,22.9,14.78,2780.9
20191003,강원 춘천시,94,20,21,8.96,10044.9
20191003,강원 철원군,80,20.6,20.7,10.49,4369.7
20191003,경기 수원시,85,22.8,21.6,13.68,88
20191003,전북 익산시,92,22.4,23.9,15.83,800
20191004,전남 화순군,88,21.8,23.3,17.69,2700.6
20191004,강원 춘천시,91,19.7,21.4,18.54,8285.6
20191004,경북 안동시,88,20.5,22.7,16.06,38.8
20191004,강원 철원군,81,20,20.7,15.82,3434.6
20191004,경기 수원시,88,21.9,22,13.63,76
20191004,충남 서산시,88,21,23.2,,16
20191004,전남 보성군,82,22.5,22.5,15.89,140
20191004,전북 익산시,91,22.2,24.3,17.33,1235
20191005,충남 서산시,82,17.8,21.8,,98.5
20191005,전남 화순군,88,17.5,22.7,7.13,3694.4
20191005,강원 춘천시,84,16.7,20.2,5.01,9882.8
20191005,경북 안동시,78,19.8,22.8,11.16,20
20191005,강원 철원군,77,15.9,18.4,2.5,3928.6
20191005,전남 보성군,79,19.5,22.1,9.57,210
20191005,전북 익산시,91,18.7,23.6,9.1,1400.75
20191007,충남 서산시,96,15.4,19.9,,186
20191007,전남 화순군,91,16.5,21,2.76,4345.6
20191007,강원 춘천시,99,13.4,18,4.01,13679.2
20191007,경북 안동시,94,14.5,19.4,5.23,31
20191007,강원 철원군,93,12.9,15.8,2.28,5250
20191007,경기 수원시,97,14.8,17.9,13.8,190
20191007,전북 익산시,99,16.1,21.8,3.22,751
20191008,전남 화순군,82,15.1,20.2,16.98,3186.5
20191008,충남 서산시,74,14.4,19.1,,267.5
20191008,강원 춘천시,72,13.4,17.8,21.8,11636.6
20191008,경북 안동시,76,15.3,19.4,15.38,20
